,LapTime,NextLapTime,LapNumber,DriverNumber,Team,Compound,TyreLife,FreshTyre,S1Time,S2Time,S3Time,S1STime,S2STime,S2STime,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Position,Deleted,TrackStatus
364,84.768,84.891,36.0,27,5,2,7.0,0,27.949,28.569,28.25,5098.911,5127.48,5127.48,313.0,307.0,,0,5.0,0,1
365,84.891,84.73,37.0,27,5,2,8.0,0,28.004,28.502,28.385,5183.734,5212.236,5212.236,313.0,308.0,314.0,0,5.0,0,1
366,84.73,84.291,38.0,27,5,2,9.0,0,28.012,28.413,28.305,5268.633,5297.046,5297.046,314.0,308.0,313.0,0,5.0,0,1
367,84.291,84.361,39.0,27,5,2,10.0,0,27.844,28.277,28.17,5353.195,5381.472,5381.472,314.0,308.0,316.0,0,5.0,0,1
368,84.361,84.351,40.0,27,5,2,11.0,0,27.791,28.355,28.215,5437.433,5465.788,5465.788,317.0,311.0,319.0,0,5.0,0,1
369,84.351,84.093,41.0,27,5,2,12.0,0,27.657,28.423,28.271,5521.66,5550.083,5550.083,316.0,308.0,323.0,0,5.0,0,1
370,84.093,83.813,42.0,27,5,2,13.0,0,27.876,28.203,28.014,5606.23,5634.433,5634.433,312.0,309.0,313.0,0,5.0,0,1
371,83.813,83.878,43.0,27,5,2,14.0,0,27.788,28.002,28.023,5690.235,5718.237,5718.237,311.0,310.0,312.0,0,5.0,0,1
372,83.878,83.943,44.0,27,5,2,15.0,0,27.681,28.124,28.073,5773.941,5802.065,5802.065,310.0,310.0,313.0,0,5.0,0,1
373,83.943,84.018,45.0,27,5,2,16.0,0,27.828,28.117,27.998,5857.966,5886.083,5886.083,311.0,309.0,314.0,0,5.0,0,1
374,84.018,84.007,46.0,27,5,2,17.0,0,27.756,28.203,28.059,5941.837,5970.04,5970.04,313.0,310.0,316.0,0,5.0,0,1
375,84.007,84.132,47.0,27,5,2,18.0,0,27.886,28.177,27.944,6025.985,6054.162,6054.162,325.0,312.0,314.0,0,5.0,0,1
376,84.132,84.061,48.0,27,5,2,19.0,0,27.77,28.305,28.057,6109.876,6138.181,6138.181,317.0,309.0,316.0,0,5.0,0,1
377,84.061,83.835,49.0,27,5,2,20.0,0,27.922,28.152,27.987,6194.16,6222.312,6222.312,308.0,308.0,311.0,0,5.0,0,1
378,83.835,83.742,50.0,27,5,2,21.0,0,27.884,28.074,27.877,6278.183,6306.257,6306.257,308.0,309.0,310.0,0,5.0,0,1
379,83.742,83.659,51.0,27,5,2,22.0,0,27.922,27.977,27.843,6362.056,6390.033,6390.033,308.0,309.0,311.0,0,5.0,0,1
380,83.659,83.641,52.0,27,5,2,23.0,0,27.83,28.038,27.791,6445.706,6473.744,6473.744,309.0,309.0,,0,5.0,0,1
381,90.436,86.483,1.0,3,5,1,4.0,0,,30.627,28.826,,2062.045,2062.045,323.0,309.0,283.0,0,6.0,0,2
382,86.483,86.108,2.0,3,5,1,5.0,0,28.062,29.543,28.878,2118.804,2148.347,2148.347,317.0,310.0,328.0,0,6.0,0,1
383,86.108,85.549,3.0,3,5,1,6.0,0,28.067,29.25,28.791,2205.292,2234.542,2234.542,324.0,310.0,326.0,0,6.0,0,2
384,85.549,85.345,4.0,3,5,1,7.0,0,27.95,29.023,28.576,2291.283,2320.306,2320.306,325.0,313.0,333.0,0,6.0,0,1
385,85.345,86.246,5.0,3,5,1,8.0,0,27.812,28.962,28.571,2376.694,2405.656,2405.656,314.0,305.0,344.0,0,5.0,0,1
386,86.246,86.043,6.0,3,5,1,9.0,0,28.022,29.069,29.155,2462.249,2491.318,2491.318,312.0,304.0,319.0,0,4.0,0,2
387,86.043,85.887,7.0,3,5,1,10.0,0,28.166,29.093,28.784,2548.639,2577.732,2577.732,310.0,305.0,314.0,0,4.0,0,1
388,85.887,85.907,8.0,3,5,1,11.0,0,28.119,29.062,28.706,2634.635,2663.697,2663.697,311.0,304.0,,0,4.0,0,1
389,85.907,85.695,9.0,3,5,1,12.0,0,28.242,28.944,28.721,2720.645,2749.589,2749.589,311.0,304.0,313.0,0,4.0,0,1
390,85.695,85.686,10.0,3,5,1,13.0,0,28.108,28.945,28.642,2806.418,2835.363,2835.363,311.0,303.0,314.0,0,4.0,0,1
391,85.686,85.705,11.0,3,5,1,14.0,0,28.144,28.87,28.672,2892.149,2921.019,2921.019,311.0,303.0,313.0,0,4.0,0,1
392,85.705,85.558,12.0,3,5,1,15.0,0,28.124,28.991,28.59,2977.815,3006.806,3006.806,310.0,304.0,314.0,0,4.0,0,1
393,85.558,85.509,13.0,3,5,1,16.0,0,28.18,28.802,28.576,3063.576,3092.378,3092.378,311.0,304.0,,0,4.0,0,1
394,85.509,85.536,14.0,3,5,1,17.0,0,28.099,28.842,28.568,3149.053,3177.895,3177.895,312.0,304.0,,0,4.0,0,1
395,85.536,85.426,15.0,3,5,1,18.0,0,28.089,28.846,28.601,3234.552,3263.398,3263.398,313.0,305.0,316.0,0,4.0,0,1
396,85.426,85.498,16.0,3,5,1,19.0,0,28.133,28.725,28.568,3320.132,3348.857,3348.857,312.0,305.0,,0,4.0,0,1
397,85.498,85.327,17.0,3,5,1,20.0,0,28.121,28.802,28.575,3405.546,3434.348,3434.348,312.0,304.0,315.0,0,4.0,0,1
398,85.327,85.803,18.0,3,5,1,21.0,0,28.052,28.744,28.531,3490.975,3519.719,3519.719,312.0,305.0,317.0,0,4.0,0,1
399,85.803,85.538,19.0,3,5,1,22.0,0,28.085,28.953,28.765,3576.335,3605.288,3605.288,312.0,303.0,316.0,0,4.0,0,1
400,85.538,85.451,20.0,3,5,1,23.0,0,28.11,28.882,28.546,3662.163,3691.045,3691.045,313.0,304.0,317.0,0,3.0,0,1
401,85.451,85.427,21.0,3,5,1,24.0,0,28.092,28.869,28.49,3747.683,3776.552,3776.552,312.0,305.0,316.0,0,2.0,0,1
402,85.427,85.381,22.0,3,5,1,25.0,0,28.127,28.804,28.496,3833.169,3861.973,3861.973,313.0,305.0,,0,2.0,0,1
403,85.381,85.47,23.0,3,5,1,26.0,0,28.028,28.816,28.537,3918.497,3947.313,3947.313,314.0,306.0,,0,2.0,0,1
404,85.47,85.654,24.0,3,5,1,27.0,0,28.118,28.848,28.504,4003.968,4032.816,4032.816,314.0,305.0,317.0,0,2.0,0,1
405,85.654,87.263,25.0,3,5,1,28.0,0,28.176,28.909,28.569,4089.496,4118.405,4118.405,314.0,305.0,316.0,0,2.0,0,1
406,87.263,85.396,26.0,3,5,1,29.0,0,28.697,29.934,28.632,4175.671,4205.605,4205.605,318.0,308.0,327.0,0,4.0,0,1
407,85.396,85.763,27.0,3,5,1,30.0,0,28.106,28.835,28.455,4262.343,4291.178,4291.178,316.0,308.0,321.0,0,4.0,0,1
408,85.763,100.158,28.0,3,5,1,31.0,0,28.184,28.899,28.68,4347.817,4376.716,4376.716,316.0,308.0,318.0,0,3.0,0,2
409,100.158,90.457,29.0,3,5,1,32.0,0,37.65,33.842,28.666,4443.046,4476.888,4476.888,314.0,309.0,151.0,0,3.0,0,267
410,90.457,116.981,30.0,3,5,1,33.0,0,28.629,28.992,32.836,4534.183,4563.175,4563.175,318.0,,307.0,0,4.0,0,26
411,116.981,84.432,31.0,3,5,2,1.0,0,54.142,34.37,28.469,4650.153,4684.523,4684.523,318.0,309.0,276.0,0,4.0,0,67
412,84.432,85.111,32.0,3,5,2,2.0,0,27.793,28.364,28.275,4740.785,4769.149,4769.149,315.0,310.0,319.0,0,4.0,0,1
413,85.111,85.368,33.0,3,5,2,3.0,0,27.804,28.602,28.705,4825.228,4853.83,4853.83,315.0,306.0,,0,4.0,0,1
414,85.368,85.034,34.0,3,5,2,4.0,0,28.15,28.816,28.402,4910.685,4939.501,4939.501,311.0,306.0,314.0,0,4.0,0,1
415,85.034,85.193,35.0,3,5,2,5.0,0,27.983,28.696,28.355,4995.886,5024.582,5024.582,312.0,306.0,315.0,0,4.0,0,1
416,85.193,85.039,36.0,3,5,2,6.0,0,28.022,28.689,28.482,5080.959,5109.648,5109.648,311.0,306.0,313.0,0,4.0,0,1
417,85.039,84.904,37.0,3,5,2,7.0,0,28.05,28.552,28.437,5166.18,5194.732,5194.732,312.0,306.0,314.0,0,4.0,0,1
418,84.904,85.012,38.0,3,5,2,8.0,0,27.968,28.586,28.35,5251.137,5279.723,5279.723,311.0,305.0,,0,4.0,0,1
419,85.012,84.864,39.0,3,5,2,9.0,0,28.018,28.555,28.439,5336.091,5364.646,5364.646,311.0,305.0,,0,4.0,0,1
420,84.864,84.765,40.0,3,5,2,10.0,0,28.029,28.455,28.38,5421.114,5449.569,5449.569,312.0,306.0,313.0,0,4.0,0,1
421,84.765,84.667,41.0,3,5,2,11.0,0,28.015,28.485,28.265,5505.964,5534.449,5534.449,311.0,306.0,,0,4.0,0,1
422,84.667,84.635,42.0,3,5,2,12.0,0,27.983,28.384,28.3,5590.697,5619.081,5619.081,310.0,306.0,,0,4.0,0,1
423,84.635,84.223,43.0,3,5,2,13.0,0,28.043,28.378,28.214,5675.424,5703.802,5703.802,311.0,307.0,,0,4.0,0,1
424,84.223,84.504,44.0,3,5,2,14.0,0,27.972,28.214,28.037,5759.988,5788.202,5788.202,309.0,306.0,,0,4.0,0,1
425,84.504,85.363,45.0,3,5,2,15.0,0,27.978,28.338,28.188,5844.217,5872.555,5872.555,310.0,305.0,312.0,0,4.0,0,1
426,85.363,84.158,46.0,3,5,2,16.0,0,28.597,28.594,28.172,5929.34,5957.934,5957.934,315.0,309.0,304.0,0,4.0,0,1
427,84.158,83.524,47.0,3,5,2,17.0,0,27.939,28.236,27.983,6014.045,6042.281,6042.281,314.0,310.0,316.0,0,4.0,0,1
428,83.524,83.803,48.0,3,5,2,18.0,0,27.771,28.008,27.745,6098.035,6126.043,6126.043,315.0,310.0,317.0,0,4.0,0,1
429,83.803,83.919,49.0,3,5,2,19.0,0,27.8,28.059,27.944,6181.588,6209.647,6209.647,314.0,309.0,,0,4.0,0,1
430,83.919,83.948,50.0,3,5,2,20.0,0,27.78,28.159,27.98,6265.371,6293.53,6293.53,315.0,310.0,316.0,0,4.0,0,1
431,83.948,83.562,51.0,3,5,2,21.0,0,27.872,28.149,27.927,6349.382,6377.531,6377.531,314.0,309.0,317.0,0,4.0,0,1
432,83.562,83.466,52.0,3,5,2,22.0,0,27.768,27.96,27.834,6433.226,6461.186,6461.186,314.0,309.0,316.0,0,4.0,0,1
433,101.132,111.395,1.0,33,4,2,1.0,0,,29.447,34.15,,2067.661,2067.661,322.0,,248.0,0,20.0,0,2
434,111.395,84.532,2.0,33,4,1,1.0,0,54.952,28.445,27.998,2156.417,2184.862,2184.862,312.0,304.0,280.0,0,20.0,0,1
435,84.532,84.662,3.0,33,4,1,2.0,0,28.085,28.397,28.05,2240.945,2269.342,2269.342,311.0,304.0,309.0,0,20.0,0,2
436,84.662,84.579,4.0,33,4,1,3.0,0,28.12,28.547,27.995,2325.512,2354.059,2354.059,310.0,304.0,311.0,0,20.0,0,1
437,84.579,85.029,5.0,33,4,1,4.0,0,28.011,28.547,28.021,2410.065,2438.612,2438.612,311.0,304.0,312.0,0,20.0,0,1
438,85.029,84.798,6.0,33,4,1,5.0,0,28.075,28.74,28.214,2494.708,2523.448,2523.448,311.0,305.0,311.0,0,20.0,0,2
439,84.798,85.019,7.0,33,4,1,6.0,0,28.048,28.555,28.195,2579.71,2608.265,2608.265,313.0,306.0,313.0,0,18.0,0,1
440,85.019,85.075,8.0,33,4,1,7.0,0,28.231,28.66,28.128,2664.691,2693.351,2693.351,316.0,307.0,,0,18.0,0,1
441,85.075,86.396,9.0,33,4,1,8.0,0,28.13,28.758,28.187,2749.609,2778.367,2778.367,318.0,309.0,316.0,0,18.0,0,1
442,86.396,86.283,10.0,33,4,1,9.0,0,28.121,29.497,28.778,2834.675,2864.172,2864.172,345.0,309.0,325.0,0,17.0,0,1
443,86.283,84.988,11.0,33,4,1,10.0,0,28.33,29.392,28.561,2921.28,2950.672,2950.672,339.0,306.0,329.0,0,16.0,0,1
444,84.988,85.412,12.0,33,4,1,11.0,0,28.148,28.653,28.187,3007.381,3036.034,3036.034,317.0,308.0,316.0,0,16.0,0,1
445,85.412,85.809,13.0,33,4,1,12.0,0,28.433,28.733,28.246,3092.654,3121.387,3121.387,319.0,309.0,317.0,0,16.0,0,1
446,85.809,85.126,14.0,33,4,1,13.0,0,28.201,28.94,28.668,3177.834,3206.774,3206.774,327.0,314.0,322.0,0,16.0,0,1
447,85.126,84.852,15.0,33,4,1,14.0,0,28.197,28.789,28.14,3263.639,3292.428,3292.428,318.0,307.0,325.0,0,15.0,0,1
448,84.852,85.016,16.0,33,4,1,15.0,0,28.135,28.672,28.045,3348.703,3377.375,3377.375,320.0,309.0,320.0,0,14.0,0,1
449,85.016,85.153,17.0,33,4,1,16.0,0,28.086,28.676,28.254,3433.506,3462.182,3462.182,321.0,312.0,322.0,0,14.0,0,1
450,85.153,85.508,18.0,33,4,1,17.0,0,27.972,28.903,28.278,3518.408,3547.311,3547.311,321.0,310.0,341.0,0,13.0,0,1
451,85.508,85.997,19.0,33,4,1,18.0,0,28.548000000000002,28.845,28.115,3604.137,3632.982,3632.982,322.0,313.0,326.0,0,13.0,0,1
452,85.997,86.456,20.0,33,4,1,19.0,0,28.141,29.182,28.674,3689.238,3718.42,3718.42,333.0,311.0,339.0,0,12.0,0,1
453,86.456,85.579,21.0,33,4,1,20.0,0,28.212,29.494,28.75,3775.306,3804.8,3804.8,338.0,315.0,341.0,0,12.0,0,1
454,85.579,86.192,22.0,33,4,1,21.0,0,28.063,29.189,28.327,3861.613,3890.802,3890.802,319.0,309.0,357.0,0,10.0,0,1
455,86.192,86.178,23.0,33,4,1,22.0,0,28.288,29.429,28.475,3947.417,3976.846,3976.846,325.0,312.0,320.0,0,10.0,0,1
456,86.178,85.723,24.0,33,4,1,23.0,0,28.478,29.158,28.542,4033.799,4062.957,4062.957,326.0,309.0,329.0,0,10.0,0,1
457,85.723,86.236,25.0,33,4,1,24.0,0,28.221,29.117,28.385,4119.72,4148.837,4148.837,320.0,310.0,326.0,0,10.0,0,1
458,86.236,89.988,26.0,33,4,1,25.0,0,28.412,29.245,28.579,4205.634,4234.879,4234.879,319.0,309.0,,0,10.0,0,1
459,89.988,121.95,27.0,33,4,1,26.0,0,28.398,29.048,32.542,4291.856,4320.904,4320.904,319.0,,320.0,0,10.0,0,1
460,121.95,84.413,28.0,33,4,2,2.0,0,48.644,39.372,33.934,4402.09,4441.462,4441.462,204.0,309.0,262.0,0,13.0,0,267
461,84.413,106.978,29.0,33,4,2,3.0,0,27.921,28.608,27.884,4503.317,4531.925,4531.925,323.0,314.0,318.0,0,13.0,0,1
462,106.978,86.95,30.0,33,4,2,4.0,0,27.909,39.918,39.151,4587.718,4627.636,4627.636,285.0,246.0,337.0,0,12.0,0,267
463,86.95,84.896,31.0,33,4,2,5.0,0,29.732,29.14,28.078,4696.519,4725.659,4725.659,338.0,327.0,315.0,0,12.0,0,7
464,84.896,85.413,32.0,33,4,2,6.0,0,27.969,28.668,28.259,4781.706,4810.374,4810.374,332.0,318.0,339.0,0,11.0,0,1
465,85.413,84.447,33.0,33,4,2,7.0,0,27.825,29.146,28.442,4866.458,4895.604,4895.604,342.0,317.0,355.0,0,11.0,0,1
466,84.447,83.338,34.0,33,4,2,8.0,0,27.768,28.559,28.12,4951.814,4980.373,4980.373,330.0,318.0,346.0,0,10.0,0,1
467,83.338,83.437,35.0,33,4,2,9.0,0,27.712,28.102,27.524,5036.205,5064.307,5064.307,315.0,310.0,340.0,0,9.0,0,1
468,83.437,83.414,36.0,33,4,2,10.0,0,27.87,28.068,27.499,5119.701,5147.769,5147.769,314.0,311.0,313.0,0,9.0,0,1
469,83.414,83.569,37.0,33,4,2,11.0,0,27.883,27.977,27.554,5203.151,5231.128,5231.128,316.0,311.0,,0,9.0,0,1
470,83.569,83.407,38.0,33,4,2,12.0,0,27.877,28.181,27.511,5286.559,5314.74,5314.74,316.0,312.0,314.0,0,9.0,0,1
471,83.407,83.859,39.0,33,4,2,13.0,0,27.813,28.078,27.516,5370.064,5398.142,5398.142,320.0,314.0,317.0,0,9.0,0,1
472,83.859,83.143,40.0,33,4,2,14.0,0,27.884,28.152,27.823,5453.542,5481.694,5481.694,330.0,321.0,323.0,0,9.0,0,1
473,83.143,83.446,41.0,33,4,2,15.0,0,27.666,28.052,27.425,5537.183,5565.235,5565.235,318.0,313.0,339.0,0,8.0,0,1
474,83.446,83.607,42.0,33,4,2,16.0,0,27.785,28.121,27.54,5620.445,5648.566,5648.566,320.0,315.0,318.0,0,8.0,0,1
475,83.607,83.552,43.0,33,4,2,17.0,0,27.783,28.128,27.696,5703.889,5732.017,5732.017,321.0,316.0,321.0,0,8.0,0,1
476,83.552,84.786,44.0,33,4,2,18.0,0,27.79,28.151,27.611,5787.503,5815.654,5815.654,329.0,320.0,330.0,0,8.0,0,1
477,84.786,84.881,45.0,33,4,2,19.0,0,27.69,29.098,27.998,5870.955,5900.053,5900.053,331.0,319.0,340.0,0,8.0,0,1
478,84.881,84.104,46.0,33,4,2,20.0,0,27.561,29.315,28.005,5955.612,5984.927,5984.927,328.0,318.0,,0,8.0,0,1
479,84.104,84.177,47.0,33,4,2,21.0,0,27.953,28.405,27.746,6040.885,6069.29,6069.29,327.0,319.0,341.0,0,8.0,0,1
480,84.177,84.037,48.0,33,4,2,22.0,0,27.885,28.471,27.821,6124.921,6153.392,6153.392,318.0,315.0,332.0,0,8.0,0,1
481,84.037,83.988,49.0,33,4,2,23.0,0,27.892,28.417,27.728,6209.105,6237.522,6237.522,319.0,315.0,330.0,0,8.0,0,1
482,83.988,83.756,50.0,33,4,2,24.0,0,28.007,28.29,27.691,6293.257,6321.547,6321.547,321.0,317.0,326.0,0,8.0,0,1
483,83.756,84.121,51.0,33,4,2,25.0,0,27.89,28.256,27.61,6377.128,6405.384,6405.384,327.0,317.0,330.0,0,8.0,0,1
484,84.121,84.375,52.0,33,4,2,26.0,0,27.994,28.315,27.812,6460.988,6489.303,6489.303,337.0,317.0,340.0,0,8.0,0,1
485,96.586,89.069,1.0,4,6,2,1.0,0,,32.539,30.629,,2066.46,2066.46,323.0,305.0,234.0,0,18.0,0,2
486,89.069,88.408,2.0,4,6,2,2.0,0,28.826999999999998,30.816,29.426,2125.779,2156.595,2156.595,318.0,314.0,323.0,0,18.0,0,1
487,88.408,88.173,3.0,4,6,2,3.0,0,28.54,30.055,29.813,2214.561,2244.616,2244.616,336.0,311.0,322.0,0,18.0,0,2
488,88.173,88.004,4.0,4,6,2,4.0,0,28.253,30.159,29.761,2302.682,2332.841,2332.841,334.0,314.0,345.0,0,18.0,0,1
489,88.004,87.996,5.0,4,6,2,5.0,0,28.063,30.675,29.266,2390.665,2421.34,2421.34,329.0,308.0,323.0,0,17.0,0,1
490,87.996,87.731,6.0,4,6,2,6.0,0,28.336,29.99,29.67,2478.942,2508.932,2508.932,300.0,320.0,336.0,0,16.0,0,2
491,87.731,86.333,7.0,4,6,2,7.0,0,28.41,29.716,29.605,2567.012,2596.728,2596.728,321.0,310.0,334.0,0,14.0,0,1
492,86.333,86.309,8.0,4,6,2,8.0,0,28.054,29.695,28.584,2654.387,2684.082,2684.082,312.0,307.0,337.0,0,13.0,0,1
493,86.309,86.282,9.0,4,6,2,9.0,0,28.218,29.338,28.753,2740.884,2770.222,2770.222,309.0,307.0,318.0,0,13.0,0,1
494,86.282,86.307,10.0,4,6,2,10.0,0,28.286,29.35,28.646,2827.261,2856.611,2856.611,309.0,306.0,320.0,0,13.0,0,1
495,86.307,85.953,11.0,4,6,2,11.0,0,28.228,29.413,28.666,2913.485,2942.898,2942.898,310.0,307.0,319.0,0,13.0,0,1
496,85.953,85.91,12.0,4,6,2,12.0,0,28.228,29.135,28.59,,3028.927,3028.927,314.0,308.0,321.0,0,13.0,0,1
497,85.91,86.391,13.0,4,6,2,13.0,0,28.261,29.17,28.479,3085.778,3114.948,3114.948,315.0,308.0,322.0,0,13.0,0,1
498,86.391,86.47,14.0,4,6,2,14.0,0,28.266,29.405,28.72,3171.693,3201.098,3201.098,315.0,309.0,324.0,0,13.0,0,1
499,86.47,86.046,15.0,4,6,2,15.0,0,28.152,29.407,28.911,3257.97,3287.377,3287.377,317.0,307.0,326.0,0,12.0,0,1
500,86.046,86.102,16.0,4,6,2,16.0,0,28.255,29.294,28.497,3344.543,3373.837,3373.837,313.0,308.0,322.0,0,12.0,0,1
501,86.102,86.181,17.0,4,6,2,17.0,0,28.139,29.265,28.698,3430.473,3459.738,3459.738,313.0,307.0,,0,12.0,0,1
502,86.181,85.877,18.0,4,6,2,18.0,0,28.245,29.419,28.517,3516.681,3546.1,3546.1,314.0,310.0,323.0,0,12.0,0,1
503,85.877,85.976,19.0,4,6,2,19.0,0,28.124,29.156,28.597,3602.741,3631.897,3631.897,315.0,309.0,,0,12.0,0,1
504,85.976,86.641,20.0,4,6,2,20.0,0,28.101,29.306,28.569,3688.595,3717.901,3717.901,319.0,311.0,,0,11.0,0,1
505,86.641,87.422,21.0,4,6,2,21.0,0,28.337,29.578,28.726,3774.807,3804.385,3804.385,319.0,310.0,336.0,0,11.0,0,1
506,87.422,90.637,22.0,4,6,2,22.0,0,28.739,30.057,28.626,3861.85,3891.907,3891.907,319.0,311.0,331.0,0,11.0,0,1
507,90.637,105.832,23.0,4,6,2,23.0,0,28.107,29.547,32.983,3948.64,3978.187,3978.187,319.0,,326.0,0,12.0,0,1
508,105.832,85.082,24.0,4,6,3,1.0,0,48.461,29.089,28.282,4059.631,4088.72,4088.72,307.0,306.0,285.0,0,14.0,0,1
509,85.082,84.921,25.0,4,6,3,2.0,0,28.088,28.796,28.198,4145.09,4173.886,4173.886,308.0,307.0,316.0,0,14.0,0,1
510,84.921,85.079,26.0,4,6,3,3.0,0,28.089,28.674,28.158,4230.173,4258.847,4258.847,309.0,308.0,315.0,0,14.0,0,1
511,85.079,101.443,27.0,4,6,3,4.0,0,28.106,28.773,28.2,4315.111,4343.884,4343.884,309.0,308.0,316.0,0,14.0,0,1
512,101.443,84.696,28.0,4,6,3,5.0,0,27.886,39.366,34.191,4399.97,4439.336,4439.336,217.0,308.0,320.0,0,12.0,0,267
513,84.696,107.664,29.0,4,6,3,6.0,0,27.847,28.701999999999998,28.147,4501.374,4530.076,4530.076,311.0,310.0,323.0,0,11.0,0,1
514,107.664,86.986,30.0,4,6,3,7.0,0,28.109,40.231,39.324,4586.332,4626.563,4626.563,229.0,255.0,320.0,0,10.0,0,267
515,86.986,85.274,31.0,4,6,3,8.0,0,29.756,29.173,28.057,4695.643,4724.816,4724.816,317.0,313.0,304.0,0,10.0,0,7
516,85.274,85.434,32.0,4,6,3,9.0,0,27.81,29.403,28.061,4780.683,4810.086,4810.086,315.0,316.0,337.0,0,10.0,0,1
517,85.434,84.589,33.0,4,6,3,10.0,0,27.964,29.314,28.156,4866.111,4895.425,4895.425,321.0,316.0,,0,10.0,0,1
518,84.589,85.595,34.0,4,6,3,11.0,0,27.757,28.669,28.163,4951.338,4980.007,4980.007,309.0,310.0,349.0,0,9.0,0,1
519,85.595,84.76,35.0,4,6,3,12.0,0,28.428,29.234,27.933,5036.598,5065.832,5065.832,314.0,312.0,311.0,0,10.0,0,1
520,84.76,84.38,36.0,4,6,3,13.0,0,28.065,28.746,27.949,5121.83,5150.576,5150.576,309.0,313.0,319.0,0,10.0,0,1
521,84.38,84.373,37.0,4,6,3,14.0,0,27.911,28.622,27.847,5206.436,5235.058,5235.058,311.0,312.0,317.0,0,10.0,0,1
522,84.373,84.712,38.0,4,6,3,15.0,0,27.886,28.562,27.925,5290.791,5319.353,5319.353,310.0,310.0,,0,10.0,0,1
523,84.712,84.514,39.0,4,6,3,16.0,0,27.991,28.805,27.916,5375.269,5404.074,5404.074,308.0,310.0,316.0,0,10.0,0,1
524,84.514,84.5,40.0,4,6,3,17.0,0,27.887,28.682,27.945,5459.877,5488.559,5488.559,309.0,311.0,,0,10.0,0,1
525,84.5,84.485,41.0,4,6,3,18.0,0,27.918,28.703,27.879,5544.422,5573.125,5573.125,308.0,312.0,,0,10.0,0,1
526,84.485,84.265,42.0,4,6,3,19.0,0,27.927,28.753,27.805,5628.931,5657.684,5657.684,309.0,312.0,315.0,0,10.0,0,1
527,84.265,84.095,43.0,4,6,3,20.0,0,27.869,28.592,27.804,5713.358,5741.95,5741.95,308.0,312.0,316.0,0,10.0,0,1
528,84.095,84.427,44.0,4,6,3,21.0,0,27.851,28.494,27.75,5797.605,5826.099,5826.099,309.0,311.0,,0,10.0,0,1
529,84.427,84.359,45.0,4,6,3,22.0,0,27.986,28.64,27.801,5881.835,5910.475,5910.475,309.0,312.0,317.0,0,10.0,0,1
530,84.359,84.238,46.0,4,6,3,23.0,0,27.858,28.66,27.841,5966.134,5994.794,5994.794,309.0,311.0,316.0,0,10.0,0,1
531,84.238,84.392,47.0,4,6,3,24.0,0,27.966,28.6,27.672,6050.601,6079.201,6079.201,309.0,313.0,,0,10.0,0,1
532,84.392,84.379,48.0,4,6,3,25.0,0,27.949,28.532,27.911,6134.822,6163.354,6163.354,308.0,312.0,,0,10.0,0,1
533,84.379,87.441,49.0,4,6,3,26.0,0,27.88,28.549,27.95,6219.145,6247.694,6247.694,310.0,313.0,318.0,0,10.0,0,1
534,87.441,84.322,50.0,4,6,3,27.0,0,30.217,29.319,27.905,6305.861,6335.18,6335.18,315.0,315.0,175.0,0,10.0,0,1
535,84.322,84.044,51.0,4,6,3,28.0,0,27.995,28.536,27.791,6391.08,6419.616,6419.616,312.0,313.0,323.0,0,10.0,0,1
536,87.298,85.433,1.0,44,7,1,4.0,0,,29.223,28.179,,2060.033,2060.033,316.0,305.0,282.0,0,2.0,0,2
537,85.433,85.0,2.0,44,7,1,5.0,0,28.153,28.96,28.32,2115.771,2144.731,2144.731,308.0,305.0,324.0,0,2.0,0,1
538,85.0,85.151,3.0,44,7,1,6.0,0,28.116,28.667,28.217,2201.167,2229.834,2229.834,306.0,305.0,314.0,0,2.0,0,2
539,85.151,85.234,4.0,44,7,1,7.0,0,28.089,28.847,28.215,2286.14,2314.987,2314.987,302.0,304.0,,0,2.0,0,1
540,85.234,84.713,5.0,44,7,1,8.0,0,28.199,28.694,28.341,2371.401,2400.095,2400.095,302.0,303.0,310.0,0,2.0,0,1
541,84.713,84.915,6.0,44,7,1,9.0,0,28.151,28.466,28.096,2456.587,2485.053,2485.053,306.0,304.0,308.0,0,2.0,0,2
542,84.915,84.892,7.0,44,7,1,10.0,0,28.138,28.595,28.182,2541.287,2569.882,2569.882,305.0,305.0,311.0,0,2.0,0,2
543,84.892,85.122,8.0,44,7,1,11.0,0,28.217,28.556,28.119,2626.281,2654.837,2654.837,307.0,306.0,310.0,0,2.0,0,1
544,85.122,84.857,9.0,44,7,1,12.0,0,28.2,28.695,28.227,2711.156,2739.851,2739.851,308.0,304.0,312.0,0,2.0,0,1
545,84.857,84.999,10.0,44,7,1,13.0,0,28.274,28.526,28.057,2796.352,2824.878,2824.878,308.0,305.0,310.0,0,2.0,0,1
546,84.999,84.814,11.0,44,7,1,14.0,0,28.226,28.589,28.184,2881.161,2909.75,2909.75,309.0,304.0,312.0,0,2.0,0,1
547,84.814,85.021,12.0,44,7,1,15.0,0,28.207,28.52,28.087,2966.141,2994.661,2994.661,310.0,305.0,311.0,0,2.0,0,1
548,85.021,85.156,13.0,44,7,1,16.0,0,28.214,28.697,28.11,3050.962,3079.659,3079.659,309.0,305.0,317.0,0,2.0,0,1
549,85.156,84.972,14.0,44,7,1,17.0,0,28.49,28.573,28.093,3136.259,3164.832,3164.832,308.0,304.0,312.0,0,2.0,0,1
